"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","genderM","age26","age31","age36"
"1",-0.0916523467998042,0.233304796472858,-0.0714584386405537,0.56239476391236,-0.161359295145888,0.32475198182374,-0.0239054283738196,-0.0154778830572799,-0.000502716388759277,0.0454546567309017,-0.157642873330503,0.187172964428089,-0.0131959708692799,-0.127602180997787,-0.0302703291880182,-0.113425920898597,-0.70912855210126,-0.0318091666807264,-0.0016899179880243,0.0813805160229615,-0.20570433631191,0.654496091439393,-0.128745489313075,0.326226176574712,0.421723943412852,-0.0802234532926864,-0.0820867108172791,-0.0193992513783012,-0.584935417169893,0.0575451889888284,-0.0887901965831667,-0.372821352194377,-0.0371274210115695,0.0788565835043188,0.0820308599461658,-0.395228693273668,0.299209522734181,0.0742968298758204,0.0592901867984229,0.207807364262433,0.0465299568023298,0.160929019297124,-0.189870724569147,0.224198221228194,-0.389334267294582,0.240408976213086,-0.320952678450534,0.000223588409239434,0.336375841717865,-0.0249308738523564,-0.196565410931652,0.25920716997069,0.0719449971385684,-0.334399378872046,0.0370908549469237,0.313710933185275,0.325140730607273,-0.0341225279942126,0.238724503843674,-0.168452339703367,0.0630649470411996,-0.296493045000987,0.0785918768896132,-0.387449254624956,0.182822430138042,0.0584139701098897,0.386308735039229,-0.258428932624398,-0.050611062886788,0.126623813845342,-0.00588805984271471,-0.178773537813855,0.185984660151122,0.24667822428431,-0.525151012651076,0.02239192296322,0.420306537522501,0.166534586628217,-0.315776511825671,0.0525098458603406,-0.191300171957003,-0.20658449070453,-0.072407112972612,0.327051706791985,-0.0158372806259332,-0.193866231051917,0.348986251377347,-0.0692983304101234,-0.172609004696209,-0.0561423752539407,-0.249177016277412,-0.302022248623685,0.0803220840773299,-0.0301151476526245,-0.371351132724388,-0.133654229143119,0.208497380838278,0.0451383610778796,-0.0578106999076807,0.292795325772307,0.0693756804408461,-0.320632724975318,-0.278740114525726,-0.301331338894209,0.231042054546571,1,0,0,0
"2",-0.042717937659747,0.00223027505487326,0.0156958861733634,0.48072964951613,-0.435363111457498,0.0749794023206253,0.0122886610002842,0.207080745120729,-0.00601029200725704,-0.0747644465226291,-0.262272050087896,-0.0635043914377475,-0.0586409020967317,-0.120744740256599,0.12989409110123,-0.117665129674946,-0.68969134320334,-0.0178848944865504,0.242506418718992,-0.0645639944715034,-0.0373910962386353,0.330977582783403,-0.0291234005122829,0.393291632413021,0.346758985634209,-0.0453267601046258,-0.190235475643312,0.0250073674505871,-0.654046506092668,0.0269967801138837,-0.15613502501567,-0.312034652643335,-0.0274097482935003,0.289080005807016,0.04375603682685,-0.445676328213219,0.00832541073867161,0.291100524913004,-0.0571430647996888,0.0482997661761312,0.132408265261301,0.0934684474925886,-0.212097550987935,0.122445887081101,-0.187385385652296,0.311583506626429,-0.179845939264208,-0.332574286998975,0.0752063884963192,-0.079095519139624,-0.169354274818346,0.105750457020676,-0.457640023261344,-0.121268780846779,-0.0799435150371292,0.225315011478993,0.316216091637307,-0.0303975462481762,0.00758291538965603,0.0494563288802449,-0.243094457283598,-0.191245885415032,-0.0484845724107156,-0.0268345222673578,-0.17256587604459,0.0233211204202669,0.534530368990091,-0.309343100715288,0.0497014120087275,0.250987930991375,-0.132001365146357,-0.299603564281336,0.228274871100115,0.227148292505391,-0.598761246808916,-0.165288842331282,0.424650366359806,0.0458458106647798,-0.312720298817516,-0.0780719855887766,-0.0286972538989128,-0.209002717828478,-0.0245302709422192,0.34712884117806,0.245762726224526,-0.0813722006655386,0.322290630509885,-0.192651474930879,-0.163029761207107,0.132646902095266,-0.283226995117723,-0.327473374029174,-0.229599301576401,0.135657121447766,-0.0203003276405748,-0.166863434309746,0.388514370043838,0.189729043471856,0.229032298965179,0.186688442890351,0.0754522342077422,-0.371963544020255,-0.348236921030422,-0.164616039547511,0.387100564153585,1,1,0,0
"3",-0.136035601424042,-0.13318398605316,-0.0964124250073786,0.300944150959036,-0.611160518086051,0.125202221718369,-0.367276524851349,0.117970182097234,0.104297097628329,-0.020900093298062,-0.288669607668793,0.0761621435349756,0.0639898144636904,-0.0879541835227866,0.339538329115168,0.110725862325609,-0.786715609446416,0.0905630802129265,0.473880996511376,-0.139223603288755,-0.0496008355017018,0.0150877489255983,-0.34331339078451,0.321636519705082,0.340383830834184,0.05634738421398,0.143126905346873,0.321340890760431,-0.0120732982166349,-0.206237040277824,0.25184842105626,0.179248935415446,0.079576740180115,0.148505796237473,0.190789624786497,0.229244639182655,-0.192061284294388,0.218338208653195,-0.107740555408985,-0.114267245709318,0.266048279851674,0.212222722137826,-0.205201032265634,0.0594121759653102,-0.112814154325078,0.267714764615601,-0.344175622878745,-0.0833946502674426,0.305071837732374,-0.0341867563315888,-0.288235007640509,0.21436839105972,-0.242266118187956,-0.0266855115163904,0.0197929917410534,-0.013127667309107,0.411715468761886,-0.0131084885712786,-0.17791254992094,-0.0743228937958038,0.0823862387798762,-0.139343473095414,-0.152716796430762,-0.161027426323369,-0.223178197576914,-0.266431478538561,0.479067102636073,-0.311133581163676,-0.0769676899306381,0.136116546532205,-0.350094589478244,-0.461243232504286,0.21636813132845,-0.204116303669184,-0.198851581228978,-0.298416550357664,0.443057130192756,-0.173107832808314,-0.175873274213644,0.049077248272885,-0.0292725674467917,-0.100627503880074,0.114703281057365,0.26753635010543,0.0553577777638944,0.114946080244967,0.167109410862024,0.0191255126436776,-0.243107661758184,0.246311350783829,-0.345295616901639,0.0452542156584129,-0.128179761188224,0.034353682731603,0.0664477188743929,-0.104134598568208,0.155427786743162,0.180768310857509,0.373616660312389,0.0178908872530302,0.152741500910431,-0.206001544626446,-0.12261751298369,-0.13830843293643,0.282037715123838,0,1,0,0
"4",0.0527679797847495,0.054988105889094,-0.00591586126642526,0.512929234234443,-0.199778531736764,0.145197089278589,-0.262097473715345,0.015498869281299,0.0977814441752221,0.122719806539113,-0.293972231549811,0.259952604425202,0.0448475987273029,-0.15305234677182,0.469861969918459,-0.199310334428222,-0.667145950266761,0.0760745505160856,0.0662200948063088,0.0560781003402491,-0.26960291540534,0.258328567639833,-0.152230906259983,0.201737657655045,0.147457588311538,-0.159098675761335,-0.0265192459997625,0.145328711508053,-0.655433645084985,-0.0610233329226514,-0.11297109962364,-0.298475260678835,0.101163084906247,0.171413466923667,0.00768111030256819,-0.303249804606322,0.357106210863189,0.141637799000802,-0.00998206468185574,0.267747647040305,0.0861890304923157,0.0860276386038934,-0.215138676954348,0.122707686175525,-0.430094237491513,0.546459434753693,-0.0170547492159215,-0.085256692814728,0.376419793285944,-0.144963738571236,-0.29580898508131,-0.00828431969959238,-0.112844363649929,-0.442617038902238,0.106667835654928,0.231892770516275,0.408599433596421,0.114269760790693,0.130665756391526,0.0208739305642532,-0.0713697817092891,-0.161253668854543,-0.148990237548632,-0.263999406718894,0.106867868905433,0.174578535248866,0.501898760883789,-0.156701065128252,0.00501284221724736,0.0549703012195001,-0.340519753790511,-0.358965416856121,0.150407711834947,0.286817945563464,-0.654554291727095,0.149284447848402,0.436950711652987,0.126493690696472,-0.558667561046964,0.000723864906767691,-0.050742401263102,-0.399744120318098,0.18892327667302,0.404633586508598,0.13118570491099,0.0995974682222578,0.418118603628666,-0.243595104479264,-0.466933246088175,-0.229210345168548,-0.318908965543852,-0.399650134705063,-0.21096183159961,0.0113847824341969,-0.278511219925916,-0.0556104365277002,0.302533995413759,0.241108778948211,0.286876230489348,0.237306825951598,-0.0722488018721918,-0.457341036124221,-0.334650024202213,-0.162907037524866,0.579174224454555,0,1,0,0
"5",-0.280780007370151,-0.0572756869232552,-0.0293828917342774,0.532010072182481,-0.359326440131891,0.0648021006385486,-0.271131504146101,0.0461620000608889,-0.135253157271618,-0.168154244153002,-0.300402413953789,0.20395422918518,-0.0347568887285677,-0.319885476271644,0.406198657372415,0.211797510883481,-0.745127530409161,-0.044319127325686,0.257689733731326,-0.00134214838372571,-0.312006350176102,0.428314877421142,-0.368704447261266,-0.154229982813814,0.353861729998342,-0.155036597546507,-0.185681931624882,0.241260913345098,-0.141432305805262,0.0506642071547487,0.160512413761052,-0.126871365531256,0.0727282055004826,0.241743472819491,-0.0641446424199553,-0.0896596408095634,-0.235192210549538,0.319435989092057,-0.183806385027747,-0.247407911272227,0.23165911132388,0.229659136431381,-0.342650593173775,-0.0513701355459255,-0.129083901159673,0.234944308762104,-0.334187435297457,0.0252419804773907,0.306498030346522,-0.186754654244227,-0.367398957089453,0.323035575887967,-0.0595073567290612,-0.0970295807879335,-0.210359442290516,-0.111162833867663,0.283720569452959,-0.0838699193164179,-0.0623464910641236,0.105381198993915,0.0431108137998451,-0.0171945902193985,-0.148352986768119,0.112839772932519,-0.192538316830207,-0.0914127420977439,0.187503352389506,-0.343764156806613,0.0457859346720083,0.212124670324689,-0.322772225424334,-0.40389928195384,0.335652826605474,0.285362625752683,-0.124618025932769,-0.396698013200283,0.214467622111261,-0.295864920017101,-0.163804239459836,0.0487697845004403,-0.0743736068350591,-0.249840145662738,0.159985494174965,0.220390974520715,0.108171134290509,-0.0946542869162147,0.184953498127864,-0.0821444157441244,-0.271251886934594,0.402308988231113,-0.236936079594377,-0.0563285475848218,-0.0417906279757068,0.00692430734059984,-0.193401183196135,-0.0548015820297403,0.186706939536101,-0.0435226715775449,0.227678983552909,-0.0625682980490256,0.171628797464527,-0.175157186234268,-0.215795546459277,-0.0723844974505478,0.0941279184860378,0,0,1,0
"6",-0.0897203441921497,0.0519938626910267,0.160764945429267,0.450109315852436,-0.223915216697521,0.348294930272106,-0.121154884380966,0.107338441203987,0.191188769398335,0.197399145025163,-0.230050184855262,0.190530342273149,0.0567658497149192,-0.101640587165287,0.280632315373632,0.0185337304452254,-0.718039480764641,-0.153587034600234,0.130091768624311,-0.0804236076068018,-0.185436446969795,0.235567969480694,-0.233608193943575,0.125657883107597,0.113312938822412,-0.160411808294442,-0.146714490557295,0.103462750207271,-0.308775824982642,0.148224006892599,0.341656056152561,-0.0421234864991237,0.168886711223337,0.23740417719309,-0.0575544191063089,-0.191084739677301,0.247226320192881,0.240137118846097,0.118975003471325,0.162027873753624,0.0854869226242536,0.0396000388916257,-0.266661296126613,0.0880786599422251,-0.210758232676365,0.442619662481607,-0.164190864552495,-0.249176425164965,0.295036525026012,0.0760651858455456,-0.255427893589576,0.11333931849674,-0.237824092895156,-0.368533968521802,0.0191795718052271,0.0920204334929318,0.189630094933367,-0.177697493330665,-0.0624687898816329,-0.00901132480993631,-0.0242690363505861,-0.0178482541503722,-0.279854803218697,-0.155513541595185,-0.125219547597606,0.104634764870776,0.212967173123778,-0.229341164382157,-0.453314998535408,-0.24298503939423,-0.261354490746166,-0.359195966065546,0.154240420734876,0.0247726343598981,-0.648101470745364,-0.0227909649171253,0.426000547258909,0.178494475112562,-0.231227734877544,-0.133342225424254,0.057403178844466,-0.178260830559194,-0.0139753984779315,0.306738407384474,0.253814656378357,0.176555154251678,0.347221986099056,-0.210816243151542,-0.287602139716282,-0.0904631359128753,-0.220509676177612,-0.0756000833333551,-0.0466081832856217,0.0575184204708221,-0.200960550434733,-0.202406487758933,0.219737346656082,0.134694220496346,0.265848712034998,0.0991437139864325,0.0186725512675027,-0.36192390907424,-0.244639950125446,-0.166266054285962,0.372267559771207,0,0,1,0
"7",-0.17599880106863,-0.358619447813452,0.0440507634267674,0.326741884550547,-0.501161720553129,-0.0909736820083389,-0.109588115250783,0.0435079925611937,-0.0679731944180654,0.128383539998755,-0.2959092560244,0.215625600357294,0.144594851241459,-0.134728122733495,0.297617466556307,0.0120861238422092,-0.709685099420963,-0.0402512681768837,0.237022609556716,-0.00184115308909823,-0.165397651848436,0.286035064216048,-0.345909007614389,-0.0176262573392863,0.444842966796138,-0.0593366169758223,-0.0805075491931552,0.275916694969941,-0.379403916510769,0.137091997208733,0.290936361391018,-0.124883087039857,-0.118530313286303,0.121876739373058,-0.14152646536869,0.001894845139079,0.191430320231072,-0.0825165590342922,-0.259800811504342,0.244098354841404,0.272225672989835,-0.050417343644873,0.0270669502317244,0.0584024066205718,-0.254751570239744,0.303893608965987,-0.217016570289723,-0.273344374246125,0.102602075553266,0.106703291234246,-0.256257296854128,0.180275686891245,-0.381852428451017,-0.327147116179201,0.232964354198715,0.276329334222045,0.201576005939347,-0.295469057693317,0.0374472452433627,0.0489241229314183,-0.0983861537751859,-0.0890197795854646,-0.167737258702131,-0.309934853829257,0.01021769535448,0.247253622451504,0.43430243176619,-0.280315826910042,-0.259650614632845,0.0773873275194051,-0.0658367621398324,-0.318183752416879,0.28357655446667,0.0961335194310221,-0.487426909355739,-0.0448434684573087,0.380221212888438,0.252377871820829,-0.414040076881242,0.246716206219704,0.109693029510476,-0.300169177829379,-0.010028725674436,0.417548390801602,-0.144129206439483,-0.0276191850739805,0.418299391857402,-0.273686193696558,-0.392171565302987,-0.152883523026865,-0.375629557672031,-0.157036775199922,-0.00157243023478082,0.230517141073189,-0.10484729015283,-0.328833305874686,0.12926190548376,0.0474856176936465,0.401840777356213,0.234607697262007,-0.0700526279978092,-0.499809393811441,-0.421292011447085,-0.260525251091027,0.245915090959392,1,1,0,0
"8",-0.0145601357156386,0.203707340070742,0.0960640499465991,0.0244204589481109,-0.194072854495594,0.0604487194480231,-0.148644630866543,-0.131379285908394,-0.262754006930965,0.181947384131783,0.00593040608801746,0.156023092091286,0.0536215300975791,-0.015515074423533,0.16504023250417,-0.028279572730094,-0.666298048597979,0.0944489527133767,0.150933190982368,-0.0828643280327118,-0.115672219591149,0.198178744905124,-0.455094688658554,-0.0307557943700861,0.0903036797824442,0.15176730633304,-0.1991515652294,0.322621424628881,0.0374932822827667,0.0881291182384347,0.321170707828841,0.310549585918908,0.185140279202825,0.355259499374959,-0.00598142262499378,-0.0605055236094776,-0.0375221144158807,0.310367814819486,-0.0350458666479292,-0.0354257544127343,0.0560079429948512,0.174268451562468,-0.239771341786443,-0.0577189230310961,0.124637862682233,0.108195357128692,-0.422052580906783,-0.118761029484402,0.351902659431524,0.0219486452761003,-0.150707108065382,0.38253482995895,-0.0216630019281348,0.00475063517967785,-0.20385521213267,0.0286924422296371,0.336797704264572,0.0763803462915394,-0.18607974964079,-0.254604000766615,0.0766044136629958,-0.0430526274967392,-0.0896776451868984,-0.0947327210260316,-0.125228333585116,-0.299438212908731,0.172935628261516,-0.35485687620847,-0.0295985253344678,-0.0792579209165194,-0.153243381918189,-0.289525569886627,0.308868720346693,0.213418583945917,-0.323122366048516,-0.366439043088238,0.302137073840412,-0.0856709841295308,-0.0330656272923689,-0.0219750562234078,0.251644736713903,-0.0702864472234256,0.0409657099039077,0.163237893753885,0.0794451514356271,-0.0648079389097784,0.257045422969067,-0.0376746720468709,-0.111517644030084,-0.0441635499530596,-0.114272850247966,-0.00699798255755856,-0.189622304780997,0.310391710710895,0.00944544918926999,-0.112573276019327,0.0365167460494485,0.203515285586678,0.332930641789914,0.0839036055759526,0.130627326918902,-0.15510506443367,-0.0725638849511869,0.0329666245447089,0.326586690251566,0,1,0,0
"9",0.0732844471945009,0.267494000320425,-0.135401916801441,0.25651739366971,-0.456539521742294,0.182658430322623,-0.161502839287798,-0.0464882346545063,-0.0702579017538643,0.0921566678147404,-0.0567208773737379,0.0842140332822012,-0.118592201647644,-0.160098468568293,0.349392168889665,-0.0764061999570277,-0.698778673502069,0.217883424763402,0.431915065902007,0.167819801258114,-0.119521355574587,-0.168792734102832,-0.267504735942735,0.370262429023144,0.12882298105303,0.0547474918713325,-0.147450645554348,0.265818236372289,0.0563759299085124,-0.107481948349352,0.0327385827849994,0.0511505626181279,-0.0623791752639249,-0.066133909338815,-0.0256443989192216,-0.0226589985390283,-0.158657362306229,0.0986088554076578,-0.172873838380445,-0.0583787269013859,0.0373653027680378,0.164542169250836,-0.227627535140204,-0.0299446168449081,-0.0714676448624697,0.115056950847287,-0.451192537169296,-0.133625088879639,0.372371563961035,-0.0759479497783658,-0.244067964729878,0.467213365871385,-0.0283438652806294,0.0428249830253788,-0.111127961659868,0.11199766876293,0.504073038956103,-0.121825403697746,-0.16593954992125,-0.0599403534170232,-0.0532780270146231,-0.330264302769839,-0.16729589287757,-0.0601146751110088,-0.274560186130887,-0.25517308048641,0.00581101418444408,-0.288346697963392,0.355327460828783,0.0740430518852817,-0.185132466128295,-0.380135969192581,0.32642925664648,0.405156268531092,-0.243383809079539,-0.267184563726724,0.257905146067788,-0.219711146283594,-0.120991618742387,-0.221177797162702,-0.0103520404450906,-0.0503116771917835,0.301036380557907,0.330189174905558,0.142140249987272,0.121361482002637,0.130708322213628,-0.134575890748529,-0.0332173859180061,0.130395772933416,-0.134822818302358,-0.233668287805662,-0.42119899277621,0.261798951663992,0.0166574457244394,-0.0405387780790574,0.0507277741882979,0.233625615295339,0.417803491696259,-0.0532193533668684,0.117282633227513,0.0970224826028118,-0.317544028791863,0.262399367645836,0.225934511314076,0,0,1,0
"10",0.0353064072111354,0.0803984692840524,0.0640201336448327,0.224868602286041,-0.335138367269986,0.179187025334797,-0.26839053803269,-0.0365648592655367,0.0540367123824762,0.109858895363166,-0.419133971168866,-0.0123206793721493,0.101087906117559,-0.0363816087681138,0.469931577449417,-0.135972356696882,-0.687590376384062,-0.109856857169043,0.291955062122976,0.104834899675552,0.0449539359467381,0.594953436864488,-0.124298578726098,0.283638133969157,0.203816226760601,-0.173995434861129,-0.331718161103317,-0.0342926679949444,-0.704283757767485,0.0273089262414728,-0.182067021556038,-0.127842669147499,0.152008072017444,0.386762265831063,0.060136049199369,-0.674243737187422,0.237898284237955,0.0486755464100739,0.0933662665201863,0.0854884656221858,-0.0547423955999112,-0.00916335516084483,-0.161731775800312,0.212612014665768,-0.324176638957882,0.218699408994956,-0.234407834771107,-0.196390199387129,0.211202447703373,-0.0279149881717958,-0.232761214176229,0.25647162101403,-0.0870354181924962,-0.0375011987122534,-0.15499323788955,0.191039556897979,0.55969136737623,0.0569764442384136,-0.123803104108866,-0.135001510543168,-0.0663440693893156,-0.337267940315643,-0.128715074824391,-0.0571125812413366,0.0317446619171395,-0.0901777644029561,0.443935685567152,-0.153287965603791,-0.000332764044180252,-0.105685989879777,-0.242548202227386,-0.386494779728169,0.136042576490573,0.500607293624261,-0.682364711879732,0.0461023598071895,0.123909602019524,0.0436107051398822,-0.179316608456511,-0.01629827406308,-0.0521206629997907,-0.120947197930002,0.0950594294229893,0.304037309155063,0.0387697149401627,-0.0765985895324777,0.145617894732643,-0.130392482782814,-0.0308325778305399,0.146563558914674,0.0290556792475927,0.041885632400577,-0.0528705693621458,0.0677098203277502,0.00116421541381592,-0.0560716904981047,0.0981280898554916,-0.0750649998485678,0.32226784802089,-0.149632488484085,0.207412727850941,-0.227639045172709,-0.0357914972762744,0.164375659774483,0.369277309414162,1,1,0,0
